ID,Text,Sub-task A,Sub-task B,monolingual,tokenized
C44.167,Osovvyo meye ekta chii faltu meye jemon faltu chelye,OAG,GEN,অসোভ মেয়ে একটা স্থিতি ফালতু meye jemon ফালতু ব্রা,"['অসোভ', 'মেয়ে', 'একটা', 'স্থিতি', 'ফালতু', 'meye', 'jemon', 'ফালতু', 'ব্রা']"
C45.657,**আপনি লাস্ট এর বাড়িতে ঢুকলেন কেনো চোদার জন্য** 🤭🤭🤭,CAG,NGEN,**আপনি লাস্ট বাড়িতে ঢুকলেন কেন চোদার জন্য** 🤭🤭🤭,"['**আপনি', 'লাস্ট', 'বাড়িতে', 'ঢুকলেন', 'কেন', 'চোদার', 'জন্য**', '🤭🤭🤭']"
C45.777,এত বয়স,NAG,NGEN,এত বয়স,"['এত', 'বয়স']"
C67.37,"একটা রিকোয়েস্ট করি এই সব ছাড়ি আল্লাহ্ পথে ফিরে আস দেখবে জীবনে শুধুই শান্তি
আসবে।",NAG,NGEN,একটা রিকোয়েস্ট করি সব ছাড়ি আল্লাহ্ পথে ফিরে আস দেখবে জীবনে শুধুই শান্তি আসবে।,"['একটা', 'রিকোয়েস্ট', 'করি', 'সব', 'ছাড়ি', 'আল্লাহ্', 'পথে', 'ফিরে', 'আস', 'দেখবে', 'জীবনে', 'শুধুই', 'শান্তি', 'আসবে।']"
C45.412,Last ar barite chudte dhukli kno be lewra,OAG,NGEN,শেষ বাড়িতে চুদতে okোকলি গিঁট be lewra,"['শেষ', 'বাড়িতে', 'চুদতে', 'okোকলি', 'গিঁট', 'be', 'lewra']"
C59.1271,[3:34](https://www.youtube.com/watch?v=8us63u9lV1s&t=3m34s) 😂😂,NAG,NGEN,[3:34] (https://www.youtube.com/watch?v=8us63u9lv1s&t=3m34s) 😂😂,"['[3:34]', '(https://www.youtube.com/watch?v=8us63u9lv1s&t=3m34s)', '😂😂']"
C65.170,দুইটাই সয়তান,OAG,NGEN,দুইটাই শয়তান,"['দুইটাই', 'শয়তান']"
C61.918,Koto boro madarchod,OAG,GEN,জিনিস বোরো মাদারফাকার,"['জিনিস', 'বোরো', 'মাদারফাকার']"
C45.653,Bokachoda Tor marene valo bolte hoy oder Amar Bari BARUIPUR,CAG,NGEN,বোকাচোদা তোর মেরিন ভালো bolte হয় বা আমার বাড়ি বারুইপুর,"['বোকাচোদা', 'তোর', 'মেরিন', 'ভালো', 'bolte', 'হয়', 'বা', 'আমার', 'বাড়ি', 'বারুইপুর']"
C68.898,Paglitr gn r sunbona ami,CAG,NGEN,paglitr জিএন r সানবোনা ami,"['paglitr', 'জিএন', 'r', 'সানবোনা', 'ami']"
C59.377,ঔ কি দিলে,NAG,NGEN,ঔ কি দিলে,"['ঔ', 'কি', 'দিলে']"
C44.200.1,এটাও সমস্যা না,NAG,NGEN,এটাও সমস্যা,"['এটাও', 'সমস্যা']"
C46.143,Ki j kosto peyeche meyta vogoban,NAG,NGEN,j কষ্ট পেয়েছে সাথী ভোগোবান,"['j', 'কষ্ট', 'পেয়েছে', 'সাথী', 'ভোগোবান']"
C44.334.2,সবাই এত রিয়েক্ট করছেন কেন। এরা তো আপন ভাই বোন নয়,NAG,GEN,সবাই এত রিয়েক্ট করছেন কেন। এরা তো আপন ভাই বোন নয়,"['সবাই', 'এত', 'রিয়েক্ট', 'করছেন', 'কেন।', 'এরা', 'তো', 'আপন', 'ভাই', 'বোন', 'নয়']"
C45.592.3,@Somendra nath Chatterjee ❤️❤️,NAG,NGEN,@ সোমেন্দ্র নাথ চ্যাটার্জী ❤️❤️,"['@', 'সোমেন্দ্র', 'নাথ', 'চ্যাটার্জী', '❤️❤️']"
C46.263,এই গলো ভালো না,NAG,NGEN,গলো ভালো,"['গলো', 'ভালো']"
C68.1025,"ভাই, তুমি যে heading লিখেছ, কয়েল মল্লিক জুতা ছুড়ে মারলো, তার ভিডিও টা কোথায়?
গাধা কোথাকার!",CAG,NGEN,"ভাই, তুমি যে শিরোনাম লিখেছ, কয়েল মল্লিক জুতা ছুড়ে মারলো, তার ভিডিও টা কোথায়? গাধা কোথাকার!","['ভাই,', 'তুমি', 'যে', 'শিরোনাম', 'লিখেছ,', 'কয়েল', 'মল্লিক', 'জুতা', 'ছুড়ে', 'মারলো,', 'তার', 'ভিডিও', 'টা', 'কোথায়?', 'গাধা', 'কোথাকার!']"
C45.559,"বিস্তারিত তথ্য চাই
সুমন পাত্র ৭৬০২৬৯১৭৩১",NAG,NGEN,বিস্তারিত তথ্য চাই সুমন পাত্র ৭৬০২৬৯১৭৩১,"['বিস্তারিত', 'তথ্য', 'চাই', 'সুমন', 'পাত্র', '৭৬০২৬৯১৭৩১']"
C59.1308,Nice cool,NAG,NGEN,ভাল লাগল শীতল,"['ভাল', 'লাগল', 'শীতল']"
C68.567,এর মুখে লাথি মারা উচিত... পাগলী কোথাকার,CAG,NGEN,মুখে লাথি মারা উচিত... পাগলী কোথাকার,"['মুখে', 'লাথি', 'মারা', 'উচিত...', 'পাগলী', 'কোথাকার']"
C59.566,Tik bolecho....👍,NAG,NGEN,কেবল bolecho....👍,"['কেবল', 'bolecho....👍']"
C44.345.2,আমি জানি যে দাক্তরি মতে ধুমপান স্বাস্তের পক্ষে ক্ষতি কর তবু আমরা পানকরি,NAG,NGEN,আমি জানি যে দাক্তরি মতে ধুমপান স্বাস্তের পক্ষে ক্ষতি কর তবু আমরা পানকরি,"['আমি', 'জানি', 'যে', 'দাক্তরি', 'মতে', 'ধুমপান', 'স্বাস্তের', 'পক্ষে', 'ক্ষতি', 'কর', 'তবু', 'আমরা', 'পানকরি']"
C59.535,Ossam lagce,NAG,NGEN,ওসাম নিযুক্ত করা,"['ওসাম', 'নিযুক্ত', 'করা']"
C46.102,"বিচার মোটামুটি ভাল হয়েছে বাংলাদেশে তো কিছুদিন পর মুক্তি পায়। আর বলে আত্মহত্যা
করেছিল।",NAG,NGEN,বিচার মোটামুটি ভাল হয়েছে বাংলাদেশে তো কিছুদিন পর মুক্তি পায়। বলে আত্মহত্যা করেছিল।,"['বিচার', 'মোটামুটি', 'ভাল', 'হয়েছে', 'বাংলাদেশে', 'তো', 'কিছুদিন', 'পর', 'মুক্তি', 'পায়।', 'বলে', 'আত্মহত্যা', 'করেছিল।']"
C46.175,Fasi dau fasi,NAG,NGEN,fasi dau ফাঁসি,"['fasi', 'dau', 'ফাঁসি']"
C61.1151.1,কেন? রানু মন্ডল আপনার বাল ছিরছে।,CAG,GEN,কেন? মন্ডল আপনার বাল ছিরছে।,"['কেন?', 'মন্ডল', 'আপনার', 'বাল', 'ছিরছে।']"
C68.774,রানু মন্ডলের গালে গালে জুতা মারো তালে তালে।,CAG,NGEN,মন্ডলের গালে গালে জুতা মারো তালে তালে।,"['মন্ডলের', 'গালে', 'গালে', 'জুতা', 'মারো', 'তালে', 'তালে।']"
C61.866,Ranu mondan Randi Sali,OAG,GEN,ranu mondan randi sali,"['ranu', 'mondan', 'randi', 'sali']"
C59.1799,"akdom,, puro thik",NAG,NGEN,"akdom,, পুরো ঠিক","['akdom,,', 'পুরো', 'ঠিক']"
C45.730.2,tor ma ke dekha,OAG,GEN,তোর কি dekha,"['তোর', 'কি', 'dekha']"
C44.317.1,Mane,NAG,NGEN,mane,['mane']
C46.189.3,"@Sahina Begam আপনাদের মুসলমানরা 4-5 টা বিয়ে করে আর 20-25 টা বাচ্চা নেয়।
বাচ্চা গুলকে ঠিক করে মানুষ করতে পারেনা তাই তারা খিদের জ্বালায়,পেটের দায়ে চুরি
চামারি করে,খুন,ধর্ষন করে অর্থাৎ সমাজ বিরোধী তৈরী হয়।
আমাদের দেশে যত ক্রাইম হয় তার 80% মুসুলমান রা করে।
আমরা হিন্দু যুবকরা মুসলমানদের মত নয় আর আমরা হিন্দু মেয়ে ছাড়া আপনাদের দিকে
তাকাই না।
আমরা যদি অমন হতাম না তাহলে আপনাদের মত মুসলিম মেয়েরা রেপ হয়ে গাছের ডালে ঝুলে
থাকত।",CAG,NGEN,"@ সহিনা begam আপনাদের মুসলমানরা 4-5 টা বিয়ে 20-25 টা বাচ্চা নেয়। বাচ্চা গুলকে ঠিক মানুষ করতে পারেনা তাই তারা খিদের জ্বালায়,পেটের দায়ে চুরি চামারি করে,খুন,ধর্ষন অর্থাৎ সমাজ বিরোধী তৈরী হয়। আমাদের দেশে যত ক্রাইম হয় তার 80% মুসুলমান রা করে। আমরা হিন্দু যুবকরা মুসলমানদের মত নয় আমরা হিন্দু মেয়ে ছাড়া আপনাদের দিকে তাকাই না। আমরা যদি অমন হতাম তাহলে আপনাদের মত মুসলিম মেয়েরা রেপ হয়ে গাছের ডালে ঝুলে থাকত।","['@', 'সহিনা', 'begam', 'আপনাদের', 'মুসলমানরা', '4-5', 'টা', 'বিয়ে', '20-25', 'টা', 'বাচ্চা', 'নেয়।', 'বাচ্চা', 'গুলকে', 'ঠিক', 'মানুষ', 'করতে', 'পারেনা', 'তাই', 'তারা', 'খিদের', 'জ্বালায়,পেটের', 'দায়ে', 'চুরি', 'চামারি', 'করে,খুন,ধর্ষন', 'অর্থাৎ', 'সমাজ', 'বিরোধী', 'তৈরী', 'হয়।', 'আমাদের', 'দেশে', 'যত', 'ক্রাইম', 'হয়', 'তার', '80%', 'মুসুলমান', 'রা', 'করে।', 'আমরা', 'হিন্দু', 'যুবকরা', 'মুসলমানদের', 'মত', 'নয়', 'আমরা', 'হিন্দু', 'মেয়ে', 'ছাড়া', 'আপনাদের', 'দিকে', 'তাকাই', 'না।', 'আমরা', 'যদি', 'অমন', 'হতাম', 'তাহলে', 'আপনাদের', 'মত', 'মুসলিম', 'মেয়েরা', 'রেপ', 'হয়ে', 'গাছের', 'ডালে', 'ঝুলে', 'থাকত।']"
C68.1242,Ranu Dede beti sathirai bohot bhul buje . Soitho jibone nai . Make dekina .,CAG,NGEN,ranu dede সর্বদা স্থির bohot ভুল buje . soitho jibone nai . make dekina .,"['ranu', 'dede', 'সর্বদা', 'স্থির', 'bohot', 'ভুল', 'buje', '.', 'soitho', 'jibone', 'nai', '.', 'make', 'dekina', '.']"
C44.340,এই সব দেখানো উচিত নয়,NAG,NGEN,সব দেখানো উচিত নয়,"['সব', 'দেখানো', 'উচিত', 'নয়']"
C45.545,খুবই দুঃখজনক একই সাথে লজ্জাজনক ও বলতে পারেন,NAG,NGEN,খুবই দুঃখজনক একই সাথে লজ্জাজনক ও বলতে পারেন,"['খুবই', 'দুঃখজনক', 'একই', 'সাথে', 'লজ্জাজনক', 'ও', 'বলতে', 'পারেন']"
C61.1319,মাদারীর বাইচ্ছা অপেক্ষা কর আগের জায়গায় আসার,OAG,GEN,মাদারীর বাচ্চা অপেক্ষা কর আগের জায়গায় আসার,"['মাদারীর', 'বাচ্চা', 'অপেক্ষা', 'কর', 'আগের', 'জায়গায়', 'আসার']"
