monolingual,Sub-task B
@ গৌরব sarkar এমন ভিডিও কোন মুসলিমজাতি করেনা কোরলে মালানরাই,1
prothom mohila darun sundar. ami sara diner jonne book korte chai. pls. no. ta dao... aha ki darun..dekhte,0
"upni to janteni j upni ki, koyla dhuleo jay na moyla",1
vikari jdi raja hy pothi maceri njr pre rana ghater stesnyi opekha krce,1
sob pagoler dol,1
এটা পুরাতন সব কথা এখন কোনপ্রকার আ্চেন এটা জানাবেন। please,1
darun jukti,1
thanks dada ei video karar janay,1
apnar eii pic tai daya acha,1
thik bolechen,1
অনেক গুলো কমেন্ট পরে মনে হলো মুসলিম দের কাছে সম্পর্ক টা স্বাভাবিক বলে মনে হলেও হিন্দু রা সম্পর্ক কোনো দিন মেনে নিবে ।,1
"kothai gelo lota konthi nanu, sry ranu mondol??? নিখোঁজ ..",1
মাগি বিশ্বাস কে জুতা মারার সময় এসে,0
ai nikake dev ar shate dekta chi,1
ওর মতো মাগিই এখন আমাদের দেশে বেশি,0
চি chi,1
ওরিয়া সালি টি ইউআই সেগুলো kharap.,0
"নিজের religion chele ফ্লপ na kre onno ধর্ম ছেলে bie krle ei পরিস্থিতি তিনি, আপনি দেখুন কোনো ধর্মীয় আপাকে acept krto এবং শেষে বলতো নিজের ধর্ম হতে পারেন প্রতি আমি জানি আবার অন্য ধর্ম hobey যাই ধর্ম jommechen রে ধর্ম মেনে যাবেন মৃতুর ক্রোধ পর্যন্ত",1
জে ভিডিও বানিয়েছো তাকে বলছি ভাই তুমি খুব খারাব কাজ করেছো এনাদে ওতো ফেমিলি আছে,1
মহিলাটা এত অহংকারী জানতামনা,1
",😁😁😁😁😁😁😁 ঐ মহিলা কি বলল ঐ👈 চলো চলো",0
খানকিছেলে শুধু এদের ফেমেলি শেষ দেওয়া দরকার,0
হাহাহাহাহা,1
vera ঘর বৌ আমরা ডাইনি,0
প্রতি পাগল,1
ভালো লাগলো।।।।,1
পুনরায় আবার রানাঘাট স্টেশন ক পাতানো drkr ..... হল হুইকি .....,1
"আমাদের হিন্দুদের কলঙ্ক সৃজিত..শালা মেয়ে পেলো , গাই বাছুর সহ বিয়ে তাও আবার মুসলিম মেয়ে",1
আমার বাড়ি ranaghat. নকল খবর এটা দিয়েছে,1
"@শ্রুতি পল তোদের ভগবান কত জন? তোদের সৃষ্টিকর্তা কে? কৃষ্ণ, মহাদেব,মা দূর্গা, কার্তিক,গণেশ, নাকি হনুমান?",1
আসোব ডেকলিও পাপ চি chi চি,1
কান্না,1
চি চি চি,1
সত্যি কিছু বলার নেই,1
গালা পারে দিতে আমার জ্যাকস mondol প্রতি,1
2.chk অপছন্দ যারা করেছে তারা মন্ডল বাড়ির লোক,1
🤣🤣darun এন আপুনি যাইহোক ❤️❤️,1
পারমিতা কিন্তু একটা সুন্দর কথা বলেছেন সেটা হল সব ভালো বাসা বিয়ে পরিনত হয় ।সৌম কিন্তু ওকে খুন পারমিতার বিয়েটা মেনে নিতে পারতো ।নাহলে সৌম একবারের জন্য হলেও ওর বাবা মা কে জানানো উচিত ছিল ।,1
হা হা,1
চি তুরুপের তাস sombhab..................,1
রাজু একটা রানচ মাগি,0
একজন অশিখখিত মানুষ তার কোথায় ভুল হতেই পারে। তা নিয়ে তুমি ব্যাবসা করা বন্ধ করো।তার চেয়ে তোমাকে ফালতু মনে হয়,1
দাদা একবার মিরাক্কেলের এক এপিসোড দেখছিলাম আপনি একটা মুভি করতেছেন কিন্তু নাম টা জানা হয় নি। এখন মুভিটার নামটা জানালে ভালো হতো দাদা। ধন্যবাদ😊😊,1
রান্ডির চিলেদার কি গুলোর জিনিস করা উচিত শিরা কি ra নাংবাজি মারতে গিয়ে sikkha দেয়ার দ্য সময় পাইনি,0
আমার এবং bollen সম্পর্খে ভিডিও টি খুব ভালো legeche❤️❤️,1
bokacoda পশ্চাদপসরণ রানুর স্কয়ার,1
ranu মন্ডল ঠিক ossojjo,1
"আছে ata সত্যি সংযুক্ত aktu ভুল মন্তব্য ফেলেছেন, যেটা উচিত na. যেটা সংযুক্ত akhon বুঝতেও স্ক্রোল। তবে কোনো ছোট শ্রেণীর মানুষ হঠাৎ সেলিব্রিটি hoye গেলে সেটা বেশির ভাগ মানুষ e উদ্ভাবন করা করতে পারে আজ station a bhikhha করতো bole বাকি মানুষ সাহস টা বাবা orr upore kichu bolte, tobe সংযুক্ত jodi kono higher class family theke belong করতেন কেও sahosh petona kichu bolte. karon aro অনেক সেলিব্রিটি ache jara আরো onek kharap kotha ak somoy boleche aber tara bujhteo pereche kintu trader ke keo kichu boler sahosh paini toto ta, koto ta ranu di ke sobai bolche. hoito uni ak somoy nijer bhul bujhte parbe, ata niye ato pnpc korer ki ache, ar sob theke amer boro kotha, sesh kotha holo je, onner bhalo ta hojhho korte pare na besir bhag lok e. ar han, angur( grapes) fol tok e hoi. hahahahah 😄😄 thank you for understanding me.",1
