monolingual,Sub-task B
hey shwetabh favorite bollywood time reply।।।,1
close friend arnab misleader alot 'damn',1
brother bangladesh,1
what story amazing,1
right bather,1
great review,1
**you totally change mind singh**,1
very shocked shitty thankgod watched theatre,1
she antiindian,1
finally i've type,1
super video,1
"sunglass here country nepal shopkeeper sell sunglass hotpiece writes shop poster chasma paienxa"" sing glass available",1
yes full agree sir,1
achyuth thouta agree south indians great,1
143 https youtube com watch v=j2j5sssp5yq&t=1m43s ശബരിമല sabarimala respect from kerala bhai,1
that bastard haryanvis,0
brother watch mission mangal gem,1
bhai review kolaigaran tamil flim,1
8159932695 app number,1
xvs,1
now least come know traitors culprits had watched carefully feel big syndicates groups trying dismantle our government our unity distory bjp only that some groups misleading our population get rites need strict law arrest people,1
gobinda barman,1
red eagle also think that but never said taht,1
every person hates hates toxic masculinity necessarily support terrorists it's weird difference burhan wani big now hate mindlessly,1
roy galoos,1
sad,1
"dear brothers sisters hope message last year april arranged sister's wedding happy provided gifts form money material demand bridegroom's after days marriage beaten husband laws dowry times carefully brahmin society break marriage then times police action things actions innocent days start beating torture sister one day told ""bhaiya stay day die torture painless beat"" then decided police justice lodged fir resistance police 10-12 wandered fir may 2017 finally fir but police lot money police single action feel guilty how can anyone say police will take action seriously now police has more chance corruption dowry status can bet 9999% marriage case boy will not married with without dowry because dowry not only dowry it's status quoe well",1
videolove assam,1
don't agree toxic masculinity disgusting fake feminism,1
nupur sharma trolled living daylights accented lady kasturi shankar good,1
totally agree,1
law arundhati roy throw abuses law govt legal action profession unemployed youth adopt easy money profession,1
soo bhaiu,1
nan,1
agreed,1
insane politicians make lot noice making concrete action arundhati roy what problem putting bar listed crimes committed,1
nan,1
mardangi apke hisab scene begins shahid's threatening clothes knifepoint how rape different self-destructive despicable hurtful things chasing maid flat society gates accidentally breaking glass kissing barely consent middle college campus full public view telling dreams kiss mother sister making stay guys' hostel apparently care boasting fact alcohol time performed 500 surgeries single awry strangest part oppose thrash black blue father college authorities fevi kwik lips eye lids,1
rajeev masand's review counter borade's review loved opinion sirji,1
true fact,1
called feminists superior they afraid equality pleasebring equality that's important beneficial society,1
wife files false dowry harassment police complaint husband wife false domestic violence complaint harass wife calls police threaten wife filed multifarious litigations call 9873540498 cell delhi cell delhi provide men atur chatur counselling guidance provided file false cases also rti dp3 extortion perjury malicious prosecution crpc 21-b type fighting tactics guided fight false cases family <httpmanhelpdelhiblogspotcom>,1
ekta saikia first words harsh accept apologiesi researcher engineering profession believe facts technical reasons behavior male completely depends parents raise taught home change once opinion specially films teach real fun imagination please feel offensive mans friends boys trust iron start jumping buildings follow born brought lessons madam decide learn guy sees negativity things persons jail place #pleasehttpwwwyoutubecomresultssearch_query=%23please understand point view,1
supar,1
very nice criticism,1
vipul bisht forget ramadhirsardar khan till end looked back 60snohttp60sno doubt plot masterpiece support logical aspect blind,1
"middle video 443 apparently genuinely fact gave watching bollywood 2015 ""adamant"" garbage",1
mad,1
eagerly waiting,1
difference feminism sexism feminism was fucked sexists sexism- fucked feminist,0
rudra chorr yaar beta simp white knight thinks masculinity toxic,1
rocking,1
exposed what harm have guards make comments political leaders education control english back ground fan ranu mondal cautious language comments,1
best chutiya anrudita mc-bc,0
lovely brotop classsss,1
gosh obnoxious woman nupur,1
plz joker,1
bro video big fan,1
other liberals feminism lots loopholesif agree comment back,1
lallantop #mchttpwwwyoutubecomresultssearch_query=%23mc,1
well,1
who singerhe sing totally lyrics,1
jst hate ranu beggar,1
left hand whatback insnt deserve positionthey educated degree inside zombie's blind islamic zombieslefties cancerbloody western mole aginst modi supporting anti-indian theorybloody rascals,1
only shahid actingnothing,1
absolutely,1
nan,1
real,1
thanks,1
rakib hossian ttc,1
correction address lok kalyan marg race cource road,1
single gay,1
pratik borade pratik borade conservative liberal scared word liberal call liberal dude thoughts liberals most liberal things nudity stuff indigenous tribe live naked expect wear vedas bullshit god wrote vedas atheist start questioning vedas find book written prosperous control entire community how relate mathematics vedas pls calculus invented vedas indus valley civilization hindu gods vedas written indus valley civilization zero nile valley civilizations liberals oppose war god save believe god vietnam war seriously vietnam war respect aadiwasi ritual belief system far logical hindus me tribals q believe no. hence myself conservative no can your liberal wali defination liberal no can liberal no tell are ho. country indigenous culture liberals respect country culture but only much if manner customs in improvement good talk embrace.,1
heart touching,1
kasturi talk stupid chutya,0
sad,1
real hero job salute jahangir,1
honestly made bisexual sucharita fucking critic fucking annoying,0
devanshu dodiya else's perspective understanding other's perspectiveread carefully,1
nan,1
street beggar ranu mondal,1
why comments censoredthis divide begins,1
supper legent,1
shame such shame part,1
effect <httpswwwndtvcomindia-newsbulandshahr-hit-and-run-up-man-allegedly- tries-to-molest-woman-runs-over-2-in-revenge-attack-2058797pfrom=home- topscroll>,1
bbhbbbbbhbbbbbbbbbbbbbbbbbbbbbhbbbbbhbbbbbbbbbbbbbbbbbb bbhb bit gbhhggbvhhbb bbbbbb bbb bbbbh,1
what open discussion supporting rss agenda,1
zxuz,1
claas 10th changed perspective bollywood saved thank first time talk before blindly bollywood now i'll share message influence escape cage bollywood,1
mission mangal average feel sort science just sold nationalism see martian,1
having sex married correct,1
sir wanted make video,1
shayri whatsapp status,1
actually bollywood crap criticized worry,1
totally waste time review,1
same,1
debate,1
ranga badge arundhati roy ranga- badge rahul gandhi ranga badge soniagandhi ranga-billa owaisi etc.,1
amazingly clarified,1
340 https youtube com watch v=j2j5sssp5yq&t=3m40s video start,1
hello bitch lasagna,0
nice,1
jahangir god bless,1
approval lgbt reduce population,1
orange t-shirt cute,1
awesome sir loved called famists ruining value relationship meaning commitment,1
fake feminism spreading plague,1
"it's ""character driven story"" story 'kabir singh' scenes actors automatically duration dialogues some feminists kiara's fans complaining dialogues kiara advani understand preeti full expressions innocent drives feels responsible family before commenting understand depth characters type scenes happen reality",1
