ID,Text,Sub-task A,Sub-task B,clean text,tokenized,normalized lexicon,monolingual
C59.795,"All of you r jealous of Ranu Mondal. .you have no education. .bt we support
Ranu ji fr her talent ...we never interfare her personal issues. .we love her
devine voice. .dats it..",NAG,NGEN,all jealous ranu mondal education support ranu talent interfare personal issues love devine voice dats,"['all', 'jealous', 'ranu', 'mondal', 'education', 'support', 'ranu', 'talent', 'interfare', 'personal', 'issues', 'love', 'devine', 'voice', 'dats']","['all', 'jealous', 'ranu', 'mondal', 'education', 'support', 'ranu', 'talent', 'interfere', 'personal', 'issues', 'love', 'devine', 'voice', 'dats']",all jealous ranu mondal education support ranu talent interfere personal issues love devine voice dats
C7.1808,"hi pratik, hope you are doing well. Call it a coincidence or anything, I came
across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly
speaking I have seen only Arjun Reddy, and I was unable to find single trace
of misogyny anywhere. If these people were so concerned about women, there
will call out real tharkis in our country. But anyway they like Veere Di
Wedding and 4 More shots please. So better neglect them and let them whine
like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨.
Movie is top class. Keep up the good work 🙏😇",CAG,NGEN,pratik hope call coincidence designer liberal page criticising kabir singh misogyny frankly speaking arjun reddy unable find single trace misogyny concerned women call real tharkis country but veere wedding more shots neglect whine babies loved couple arjun deepthi kabir priti‍‍‍‍ movie top class keep work,"['pratik', 'hope', 'call', 'coincidence', 'designer', 'liberal', 'page', 'criticising', 'kabir', 'singh', 'misogyny', 'frankly', 'speaking', 'arjun', 'reddy', 'unable', 'find', 'single', 'trace', 'misogyny', 'concerned', 'women', 'call', 'real', 'tharkis', 'country', 'but', 'veere', 'wedding', 'more', 'shots', 'neglect', 'whine', 'babies', 'loved', 'couple', 'arjun', 'deepthi', 'kabir', 'priti\u200d\u200d\u200d\u200d', 'movie', 'top', 'class', 'keep', 'work']","['pratik', 'hope', 'call', 'coincidence', 'designer', 'liberal', 'page', 'criticising', 'kabir', 'singh', 'misogyny', 'frankly', 'speaking', 'arjun', 'reddy', 'unable', 'find', 'single', 'trace', 'misogyny', 'concerned', 'women', 'call', 'real', 'tharkis', 'country', 'but', 'veere', 'wedding', 'more', 'shots', 'neglect', 'whine', 'babies', 'loved', 'couple', 'arjun', 'deepthi', 'kabir', 'priti\u200d\u200d\u200d\u200d', 'movie', 'top', 'class', 'keep', 'work']",pratik hope call coincidence designer liberal page criticising kabir singh misogyny frankly speaking arjun reddy unable find single trace misogyny concerned women call real tharkis country but veere wedding more shots neglect whine babies loved couple arjun deepthi kabir priti‍‍‍‍ movie top class keep work
C7.1168,Kabir singh one of the best love story. Dil se jud gayi movie,NAG,NGEN,kabir singh love story dil jud movie,"['kabir', 'singh', 'love', 'story', 'dil', 'jud', 'movie']","['kabir', 'singh', 'love', 'story', 'dil', 'jud', 'movie']",kabir singh love story dil jud movie
C7.2355,"Shadaa by Diljit Dosanjh  
Review  
Please 🙏 🙏",NAG,NGEN,shadaa diljit dosanjh review please,"['shadaa', 'diljit', 'dosanjh', 'review', 'please']","['shadaa', 'diljit', 'dosanjh', 'review', 'please']",shadaa diljit dosanjh review please
C45.304,col,NAG,NGEN,col,['col'],['col'],col
C4.649,You are talking real sense bro..,NAG,NGEN,you talking real sense,"['you', 'talking', 'real', 'sense']","['you', 'talking', 'real', 'sense']",you talking real sense
C20.110,One word for u bhaad me jaa chudail,OAG,GEN,one word bhaad chudail,"['one', 'word', 'bhaad', 'chudail']","['one', 'word', 'bhaad', 'chudail']",one word bhaad chudail
C7.181,"Wow...pratik sir u r analysis really superb...hope more people like u exists
in bollywood critics...fk those paid critics nd pseudo femmies nd commies....",CAG,NGEN,wowpratik sir analysis superbhope exists bollywood criticsfk paid critics pseudo femmies commies,"['wowpratik', 'sir', 'analysis', 'superbhope', 'exists', 'bollywood', 'criticsfk', 'paid', 'critics', 'pseudo', 'femmies', 'commies']","['wowpratik', 'sir', 'analysis', 'superbhope', 'exists', 'bollywood', 'criticsfk', 'paid', 'critics', 'pseudo', 'femmies', 'commies']",wowpratik sir analysis superbhope exists bollywood criticsfk paid critics pseudo femmies commies
C4.2217,"Mensutra is the leader of youth....Thnx for your contribution to our Indian
Society",NAG,NGEN,mensutra leader youththnx contribution indian society,"['mensutra', 'leader', 'youththnx', 'contribution', 'indian', 'society']","['mensutra', 'leader', 'youththnx', 'contribution', 'indian', 'society']",mensutra leader youththnx contribution indian society
C10.52,"Arundhati Roy has biggest bowls ,,,,,,,",CAG,NGEN,arundhati roy biggest bowls,"['arundhati', 'roy', 'biggest', 'bowls']","['arundhati', 'roy', 'biggest', 'bowls']",arundhati roy biggest bowls
C59.2019,Love from bd💖💖🇧🇩,NAG,NGEN,love,['love'],['love'],love
C33.514,hlooo,NAG,NGEN,hlooo,['hlooo'],['hlooo'],hlooo
C32.136.2,@Babu Lal good morning ji,NAG,NGEN,babu lal morning,"['babu', 'lal', 'morning']","['babu', 'lal', 'morning']",babu lal morning
C4.1066,"Please do a fan meetup! We want to meet you in person. There are many
community centres in and near Saket that you can book for same.",NAG,NGEN,please fan meetup meet person there community centres saket book,"['please', 'fan', 'meetup', 'meet', 'person', 'there', 'community', 'centres', 'saket', 'book']","['please', 'fan', 'meetup', 'meet', 'person', 'there', 'community', 'centres', 'saket', 'book']",please fan meetup meet person there community centres saket book
C7.1762,awesome movie..,NAG,NGEN,awesome movie,"['awesome', 'movie']","['awesome', 'movie']",awesome movie
C4.2169,"how can u talk for so much time and u looking just at the camera.. which means
it's like talking to yourself..",NAG,NGEN,talk time camera means talking,"['talk', 'time', 'camera', 'means', 'talking']","['talk', 'time', 'camera', 'means', 'talking']",talk time camera means talking
C63.63,good,NAG,NGEN,,[],[],
C43.12,"Finally, i can legally call indians gay",NAG,GEN,finally legally call indians gay,"['finally', 'legally', 'call', 'indians', 'gay']","['finally', 'legally', 'call', 'indians', 'gay']",finally legally call indians gay
C58.420,Really,NAG,NGEN,really,['really'],['really'],really
C7.501,Totally agree👍,NAG,NGEN,totally agree,"['totally', 'agree']","['totally', 'agree']",totally agree
C10.1402,"As per Arundhati she should give her name as Kung Fu Kutiya and she should
keep practicing balancing tooth brushes on her nipples (god of small things),
that is all she is worth for. They (Roy, Kavita Krishnan, Shehla Rashid)
should rent apartments in Hira Mandi).",NAG,GEN,arundhati give kung kutiya practicing balancing tooth brushes nipples god small things worth they roy kavita krishnan shehla rashid rent apartments hira mandi,"['arundhati', 'give', 'kung', 'kutiya', 'practicing', 'balancing', 'tooth', 'brushes', 'nipples', 'god', 'small', 'things', 'worth', 'they', 'roy', 'kavita', 'krishnan', 'shehla', 'rashid', 'rent', 'apartments', 'hira', 'mandi']","['arundhati', 'give', 'kung', 'kutiya', 'practicing', 'balancing', 'tooth', 'brushes', 'nipples', 'god', 'small', 'things', 'worth', 'they', 'roy', 'kavita', 'krishnan', 'shehla', 'rashid', 'rent', 'apartments', 'hira', 'mandi']",arundhati give kung kutiya practicing balancing tooth brushes nipples god small things worth they roy kavita krishnan shehla rashid rent apartments hira mandi
C4.1842,Ayushmann khurana nawazuddin siddique rajkumar Rao are really good actors,NAG,NGEN,ayushmann khurana nawazuddin siddique rajkumar rao actors,"['ayushmann', 'khurana', 'nawazuddin', 'siddique', 'rajkumar', 'rao', 'actors']","['ayushmann', 'khurana', 'nawazuddin', 'siddique', 'rajkumar', 'rao', 'actors']",ayushmann khurana nawazuddin siddique rajkumar rao actors
C45.789.3,8617618488,NAG,NGEN,8617618488,['8617618488'],['8617618488'],8617618488
C32.49,"Ya gay person never like girls....but they won't going into violence against
girls...ur approach is entirely wrong man😒😒😒👎👎👎",NAG,NGEN,gay person girlsbut violence girlsur approach entirely wrong man,"['gay', 'person', 'girlsbut', 'violence', 'girlsur', 'approach', 'entirely', 'wrong', 'man']","['gay', 'person', 'girlsbut', 'violence', 'girlsur', 'approach', 'entirely', 'wrong', 'man']",gay person girlsbut violence girlsur approach entirely wrong man
C7.1645,No means no... Awesome sarcasm...,NAG,NGEN,means awesome sarcasm,"['means', 'awesome', 'sarcasm']","['means', 'awesome', 'sarcasm']",means awesome sarcasm
C7.2578.3,"తమ్ముడు వైపర్ ఏంది నీ బాధ... 🤔  
గమున్నుండవాయ్...  
రిప్లై ఇవ్వలేదని ఓ కామెంట్స్ పెట్టుకుంటూపోతున్నారు  
Shahid he is good actor & better then khan's So we are all just encourage  
  
Don't negative be positive  
Prabhas & shahid one of the greatest friends So I'm just supporting  
  
I'm member of prabhas fans association  
  
Eagerly waiting For shad's oF saaho  
  
Just waiting all",NAG,NGEN,తమ్ముడు వైపర్ ఏంది బాధ గమున్నుండవాయ్ రిప్లై ఇవ్వలేదని కామెంట్స్ పెట్టుకుంటూపోతున్నారు shahid actor khan's encourage don't negative positive prabhas shahid greatest friends i'm supporting i'm member prabhas fans association eagerly waiting for shad's saaho just waiting,"['తమ్ముడు', 'వైపర్', 'ఏంది', 'బాధ', 'గమున్నుండవాయ్', 'రిప్లై', 'ఇవ్వలేదని', 'కామెంట్స్', 'పెట్టుకుంటూపోతున్నారు', 'shahid', 'actor', ""khan's"", 'encourage', ""don't"", 'negative', 'positive', 'prabhas', 'shahid', 'greatest', 'friends', ""i'm"", 'supporting', ""i'm"", 'member', 'prabhas', 'fans', 'association', 'eagerly', 'waiting', 'for', ""shad's"", 'saaho', 'just', 'waiting']","['తమ్ముడు', 'వైపర్', 'ఏంది', 'బాధ', 'గమున్నుండవాయ్', 'రిప్లై', 'ఇవ్వలేదని', 'కామెంట్స్', 'పెట్టుకుంటూపోతున్నారు', 'shahid', 'actor', ""khan's"", 'encourage', ""don't"", 'negative', 'positive', 'prabhas', 'shahid', 'greatest', 'friends', ""i'm"", 'supporting', ""i'm"", 'member', 'prabhas', 'fans', 'association', 'eagerly', 'waiting', 'for', ""shad's"", 'saaho', 'just', 'waiting']",తమ్ముడు వైపర్ ఏంది బాధ గమున్నుండవాయ్ రిప్లై ఇవ్వలేదని కామెంట్స్ పెట్టుకుంటూపోతున్నారు shahid actor khan's encourage don't negative positive prabhas shahid greatest friends i'm supporting i'm member prabhas fans association eagerly waiting for shad's saaho just waiting
C4.1784,I think you are one of the most honest youtubers on the platform. Respect! 🙏,NAG,NGEN,honest youtubers platform respect,"['honest', 'youtubers', 'platform', 'respect']","['honest', 'youtubers', 'platform', 'respect']",honest youtubers platform respect
C4.73,All hutiyas one side and swetabh one side.,CAG,NGEN,all hutiyas side swetabh side,"['all', 'hutiyas', 'side', 'swetabh', 'side']","['all', 'hutiyas', 'side', 'swetabh', 'side']",all hutiyas side swetabh side
C4.1571,amezing brother🤘,NAG,NGEN,amezing brother🤘,"['amezing', 'brother🤘']","['amezing', 'brother🤘']",amezing brother🤘
C10.498,"Give the fake name and fake details and you will end up being unable to vote,
nor open bank account nor apply for any social benefits...",NAG,NGEN,give fake fake details end unable vote open bank account apply social benefits,"['give', 'fake', 'fake', 'details', 'end', 'unable', 'vote', 'open', 'bank', 'account', 'apply', 'social', 'benefits']","['give', 'fake', 'fake', 'details', 'end', 'unable', 'vote', 'open', 'bank', 'account', 'apply', 'social', 'benefits']",give fake fake details end unable vote open bank account apply social benefits
C45.635.4,কামরুন নাহার right,NAG,NGEN,কামরুন নাহার,"['কামরুন', 'নাহার']",[],
C59.1034,"to moto chele a rakom ma der chere dei tar pare ninda kare
i heat you .",OAG,NGEN,moto chele rakom der chere dei tar pare ninda heat,"['moto', 'chele', 'rakom', 'der', 'chere', 'dei', 'tar', 'pare', 'ninda', 'heat']","['moto', 'chele', 'rakom', 'der', 'chere', 'dei', 'tar', 'pare', 'ninda', 'heat']",moto chele rakom der chere dei tar pare ninda heat
C33.143,Nice msg in end. Awesome video 👍👍👍👍👌👌💗💗,NAG,NGEN,nice msg end awesome video,"['nice', 'msg', 'end', 'awesome', 'video']","['nice', 'msg', 'end', 'awesome', 'video']",nice msg end awesome video
C33.388,"Yes I saw in reality how protective lesbian girl is when it comes to her
girlfriend..... Salute to that girls...lgbt rocks",NAG,NGEN,yes reality protective lesbian girl girlfriend salute girlslgbt rocks,"['yes', 'reality', 'protective', 'lesbian', 'girl', 'girlfriend', 'salute', 'girlslgbt', 'rocks']","['yes', 'reality', 'protective', 'lesbian', 'girl', 'girlfriend', 'salute', 'girlslgbt', 'rocks']",yes reality protective lesbian girl girlfriend salute girlslgbt rocks
